author_id,author_name,total_citations,unique_citations,top_region,top_period,pct_western_europe,pct_latin_america
ramon_alcalde,Ramón Alcalde,59,30,Latin America,World Wars Era,3.4,83.1
eduardo_gruner,Eduardo Grüner,12,11,Latin America,World Wars Era,0.0,83.3
luis_gusman,Luis Gusmán,60,34,Latin America,World Wars Era,20.0,71.7
jorge_jinkis,Jorge Jinkis,34,23,Latin America,World Wars Era,5.9,85.3
mario_levin,Mario Levin,12,11,Latin America,World Wars Era,0.0,83.3
