source_id,source_name,target_id,target_name,weight
ramon_alcalde,Ramón Alcalde,kant,Immanuel Kant,1
ramon_alcalde,Ramón Alcalde,ronald_reagan,Ronald Reagan,1
ramon_alcalde,Ramón Alcalde,paul_groussac,Paul Groussac,1
ramon_alcalde,Ramón Alcalde,alfredo_palacios,Alfredo Palacios,1
ramon_alcalde,Ramón Alcalde,juan_domingo_peron,Juan Domingo Perón,1
ramon_alcalde,Ramón Alcalde,costa_mendez,Nicanor Costa Méndez,1
ramon_alcalde,Ramón Alcalde,benjamin_menendez,Mario Benjamín Menéndez,1
ramon_alcalde,Ramón Alcalde,juan_pablo_ii,Juan Pablo II Wojtyła,1
ramon_alcalde,Ramón Alcalde,bernardo_neustadt,Bernardo Neustadt,2
ramon_alcalde,Ramón Alcalde,leonidas,Leónidas I,1
ramon_alcalde,Ramón Alcalde,osvaldo_rossler,Osvaldo Rossler,9
ramon_alcalde,Ramón Alcalde,borges,Jorge Borges,5
ramon_alcalde,Ramón Alcalde,martinez_estrada,Ezequiel Martínez Estrada,1
ramon_alcalde,Ramón Alcalde,friedrich_nietzsche,Friedrich Nietzsche,1
ramon_alcalde,Ramón Alcalde,julio_cortazar,Julio Cortázar,1
ramon_alcalde,Ramón Alcalde,san_martin,José de San Martín,1
ramon_alcalde,Ramón Alcalde,napoleon,Napoléon Bonaparte,1
ramon_alcalde,Ramón Alcalde,enrique_santos_discepolo,Enrique Santos Discépolo,2
ramon_alcalde,Ramón Alcalde,joseph_conrad,Joseph Conrad,5
ramon_alcalde,Ramón Alcalde,aristoteles,Aristóteles,1
ramon_alcalde,Ramón Alcalde,nicomaco,Nicómaco,1
ramon_alcalde,Ramón Alcalde,rafael_alberto_arrieta,Rafael Alberto Arrieta,1
ramon_alcalde,Ramón Alcalde,pedro_abelardo,Pedro Abelardo,1
ramon_alcalde,Ramón Alcalde,eloisa,Eloísa,1
hector_grisafi,Héctor Grisafi,kant,Immanuel Kant,1
hector_grisafi,Héctor Grisafi,ronald_reagan,Ronald Reagan,1
hector_grisafi,Héctor Grisafi,paul_groussac,Paul Groussac,1
hector_grisafi,Héctor Grisafi,alfredo_palacios,Alfredo Palacios,1
hector_grisafi,Héctor Grisafi,juan_domingo_peron,Juan Domingo Perón,1
hector_grisafi,Héctor Grisafi,costa_mendez,Nicanor Costa Méndez,1
hector_grisafi,Héctor Grisafi,benjamin_menendez,Mario Benjamín Menéndez,1
hector_grisafi,Héctor Grisafi,juan_pablo_ii,Juan Pablo II Wojtyła,1
hector_grisafi,Héctor Grisafi,bernardo_neustadt,Bernardo Neustadt,2
hector_grisafi,Héctor Grisafi,leonidas,Leónidas I,1
hector_grisafi,Héctor Grisafi,osvaldo_rossler,Osvaldo Rossler,9
hector_grisafi,Héctor Grisafi,borges,Jorge Borges,5
hector_grisafi,Héctor Grisafi,martinez_estrada,Ezequiel Martínez Estrada,1
hector_grisafi,Héctor Grisafi,friedrich_nietzsche,Friedrich Nietzsche,1
hector_grisafi,Héctor Grisafi,julio_cortazar,Julio Cortázar,1
hector_grisafi,Héctor Grisafi,san_martin,José de San Martín,1
hector_grisafi,Héctor Grisafi,napoleon,Napoléon Bonaparte,1
hector_grisafi,Héctor Grisafi,enrique_santos_discepolo,Enrique Santos Discépolo,2
hector_grisafi,Héctor Grisafi,joseph_conrad,Joseph Conrad,5
hector_grisafi,Héctor Grisafi,aristoteles,Aristóteles,1
hector_grisafi,Héctor Grisafi,nicomaco,Nicómaco,1
hector_grisafi,Héctor Grisafi,rafael_alberto_arrieta,Rafael Alberto Arrieta,1
hector_grisafi,Héctor Grisafi,pedro_abelardo,Pedro Abelardo,1
hector_grisafi,Héctor Grisafi,eloisa,Eloísa,1
eduardo_gruner,Eduardo Grüner,kant,Immanuel Kant,1
eduardo_gruner,Eduardo Grüner,ronald_reagan,Ronald Reagan,1
