id,name,birth_year,death_year,birth_place_raw,country,region,period,wikidata,lifespan
john_dos_passos,John Dos Passos,1896.0,1970.0,"Chicago, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q312407,74.0
pablo_neruda,Pablo Neruda,1904.0,1973.0,"Parral, Chile",Chile,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q34189,69.0
epicuro,Epicuro,-341.0,-270.0,"Samos, Antigua Grecia",Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q43216,71.0
winston_churchill,Winston Churchill,1874.0,1965.0,"Woodstock, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q8016,91.0
roberto_alemann,Roberto Alemann,1922.0,2020.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2159408,98.0
basilio_lami_dozo,Basilio Lami Dozo,1929.0,2017.0,"Santiago del Estero, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2886883,88.0
jose_martinez_de_hoz,José Alfredo Martínez de Hoz,1925.0,2013.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q3326194,88.0
rodolfo_walsh,Rodolfo Walsh,1927.0,1977.0,"Lamarque, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1111411,50.0
carlos_puebla,Carlos Puebla,1917.0,1989.0,"Manzanillo, Cuba",Cuba,Latin America,World Wars Era,http://www.wikidata.org/entity/Q544283,72.0
miguel_unamuno,Miguel de Unamuno,1864.0,1936.0,"Bilbao, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q185085,72.0
lisandro_de_la_torre,Lisandro de la Torre,1868.0,1939.0,"Rosario, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q3543869,71.0
raul_scalabrini_ortiz,Raúl Scalabrini Ortiz,1898.0,1959.0,"Corrientes, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q4263301,61.0
jose_artigas,José Gervasio Artigas,1764.0,1850.0,"Montevideo, Uruguay",Uruguay,Latin America,Early Modern,http://www.wikidata.org/entity/Q252847,86.0
manuel_oribe,Manuel Oribe,1792.0,1857.0,"Montevideo, Uruguay",Uruguay,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q467987,65.0
eugene_sue,Eugène Sue,1804.0,1857.0,"París, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q315220,53.0
ludwig_von_ficker,Ludwig von Ficker,1880.0,1967.0,"Múnich, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q84897,87.0
theophile_gautier,Théophile Gautier,1811.0,1872.0,"Tarbes, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q183737,61.0
john_ruskin,John Ruskin,1819.0,1900.0,"Londres, Inglaterra",United Kingdom,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q179126,81.0
william_holman_hunt,William Holman Hunt,1827.0,1910.0,"Londres, Reino Unido",United Kingdom,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q211763,83.0
dante_gabriel_rossetti,Dante Gabriel Rossetti,1828.0,1882.0,"Londres, Inglaterra",United Kingdom,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q186748,54.0
amilcar_barca,Amílcar Barca,-275.0,-228.0,"Cartago, Túnez","Cartago, Túnez",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q185101,47.0
mathos,Mathos,,-237.0,Libia,Libia,Other/Unknown,Unknown,http://www.wikidata.org/entity/Q3299086,
mercedes_roffe,Mercedes Roffé,1954.0,,"Buenos Aires, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q5495435,
euripides,Eurípides,-480.0,-406.0,"Salamina, Grecia",Greece,Southern Europe / Classical,Classical Antiquity,http://www.wikidata.org/entity/Q48305,74.0
aubrey_beardsley,Aubrey Beardsley,1872.0,1898.0,"Brighton, Inglaterra",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q272566,26.0
arnold_hauser,Arnold Hauser,1892.0,1978.0,"Timișoara, Rumania","Timișoara, Rumania",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q365852,86.0
herodoto,Heródoto,-484.0,-425.0,"Halicarnaso, Turquía","Halicarnaso, Turquía",Other/Unknown,Classical Antiquity,http://www.wikidata.org/entity/Q2685,59.0
jan_van_eyck,Jan van Eyck,1390.0,1441.0,"Maaseik, Bélgica",Belgium,Western Europe,Medieval,http://www.wikidata.org/entity/Q102272,51.0
jan_potocki,Jan Potocki,1761.0,1815.0,"Pikov, Ucrania","Pikov, Ucrania",Other/Unknown,Early Modern,http://www.wikidata.org/entity/Q367109,54.0
hans_memling,Hans Memling,1430.0,1494.0,"Seligenstadt, Alemania",Germany,Western Europe,Renaissance,http://www.wikidata.org/entity/Q106851,64.0
diego_angelino,Diego Angelino,1944.0,2024.0,"Maciá, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5805872,80.0
francois_mitterrand,François Mitterrand,1916.0,1996.0,"Jarnac, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q2038,80.0
italo_calvino,Italo Calvino,1923.0,1985.0,"Santiago de las Vegas, Cuba",Cuba,Latin America,World Wars Era,http://www.wikidata.org/entity/Q154756,62.0
marlon_brando,Marlon Brando,1924.0,2004.0,"Omaha, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q34012,80.0
charles_chaplin,Charles Chaplin,1889.0,1977.0,"Londres, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q729356,88.0
jd_salinger,Jerome David Salinger,1919.0,2010.0,"Nueva York, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q79904,91.0
guillermo_hudson,William Henry Hudson,1841.0,1922.0,"Quilmes, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q255470,81.0
paco_urondo,Francisco Urondo,1930.0,1976.0,"Santa Fe, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1648047,46.0
augusto_pinochet,Augusto Pinochet,1915.0,2006.0,"Valparaíso, Chile",Chile,Latin America,World Wars Era,http://www.wikidata.org/entity/Q368,91.0
haroldo_conti,Haroldo Conti,1925.0,1976.0,"Chacabuco, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1585984,51.0
jose_isaacson,José Isaacson,1922.0,2009.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q55949415,87.0
jorge_anaya,Jorge Isaac Anaya,1926.0,2008.0,"Bahía Blanca, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2714985,82.0
margaret_tatcher,Margaret Thatcher,1925.0,2013.0,"Grantham, Inglaterra",United Kingdom,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q7416,88.0
alvaro_alsogaray,Álvaro Alsogaray,1913.0,2005.0,"Esperanza, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q8076665,92.0
mercedes_rosas,Mercedes Rosas,1810.0,1870.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q104247432,60.0
florencio_varela,Florencio Varela,1807.0,1848.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q5460859,41.0
julian_aguero,Julián Agüero,1776.0,1851.0,"Buenos Aires, Argentina",Argentina,Latin America,Early Modern,http://www.wikidata.org/entity/Q5956231,75.0
agustina_rosas,Agustina Rosas,1816.0,1898.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q5660464,82.0
matilde_stewart,Matilde Pacheco Stewart,1854.0,1926.0,"Montevideo, Uruguay",Uruguay,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q6787542,72.0
sila,Lucio Cornelio Sila,-138.0,-78.0,Roma,Roma,Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q483783,60.0
melchor_pacheco,Melchor Pacheco y Obes,1809.0,1855.0,"Montevideo, Uruguay",Uruguay,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q6009460,46.0
francois_guizot,François Guizot,1787.0,1874.0,"Nîmes, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q157324,87.0
gabriel_de_mably,Gabriel Bonnot de Mably,1709.0,1785.0,"Grenoble, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q202555,76.0
heinrich_von_kleist,Heinrich von Kleist,1777.0,1811.0,"Frankfurt (Oder), Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q28494,34.0
elias_canetti,Elias Canetti,1905.0,1994.0,"Ruse, Bulgaria","Ruse, Bulgaria",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q80064,89.0
hippolyte_taine,Hippolyte Taine,1828.0,1893.0,"Vouziers, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q297726,65.0
gabriela_massuh,Gabriela Massuh,1951.0,,"San Miguel de Tucumán, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q109677143,
armando_roche,Armando Almada Roche,1942.0,,"Formosa, Argentina",Argentina,Latin America,World Wars Era,,
chesterton,Gilbert Keith Chesterton,1874.0,1936.0,"Kensington, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q183167,62.0
de_quincey,Thomas De Quincey,1785.0,1859.0,"Mánchester, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q317160,74.0
hector_libertella,Héctor Libertella,1945.0,2006.0,"Bahía Blanca, Argentina",Argentina,Latin America,Contemporary,http://www.wikidata.org/entity/Q5963910,61.0
william_gass,William Gass,1924.0,2017.0,"Fargo, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q304874,93.0
rafael_lapesa,Rafael Lapesa,1908.0,2001.0,"Valencia, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q2121312,93.0
ferdinand_de_saussure,Ferdinand de Saussure,1857.0,1913.0,"Ginebra, Suiza",Switzerland,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q13230,56.0
rodolfo_kusch,Rodolfo Kusch,1922.0,1979.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q6110534,57.0
canal_feijoo,Bernardo Canal Feijóo,1897.0,1982.0,"Santiago del Estero, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q16489661,85.0
charles_perrault,Charles Perrault,1628.0,1703.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q128460,75.0
etienne_de_condillac,Étienne Bonnot de Condillac,1714.0,1780.0,"Grenoble, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q272119,66.0
plutarco,Plutarco,46.0,120.0,"Queronea, Grecia",Greece,Southern Europe / Classical,Hellenistic/Roman,http://www.wikidata.org/entity/Q41523,74.0
ricardo_rojas,Ricardo Rojas,1882.0,1957.0,"San Miguel de Tucumán, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q347832,75.0
charles_rollin,Charles Rollin,1661.0,1741.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q2471187,80.0
william_whiston,William Whiston,1667.0,1752.0,"Norton, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q452091,85.0
robert_cunninghame_graham,Robert Bontine Cunninghame Graham,1852.0,1936.0,"Londres, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q334633,84.0
defilippis_novoa,Francisco Defilippis Novoa,1889.0,1930.0,"Paraná, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1441939,41.0
paul_ricoeur,Paul Ricoeur,1913.0,2005.0,"Valence, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q192066,92.0
giambattista_vico,Giambattista Vico,1668.0,1744.0,"Nápoles, Italia",Italy,Western Europe,Early Modern,http://www.wikidata.org/entity/Q178709,76.0
carlos_altamirano,Carlos Altamirano,1939.0,,"Corrientes, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5749649,
beatriz_sarlo,Beatriz Sarlo,1942.0,2024.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q4408686,82.0
fermin_chavez,Fermín Chávez,1924.0,2006.0,"Nogoyá, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2887481,82.0
halperin_donghi,Tulio Halperín Donghi,1926.0,2014.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q3541956,88.0
michel_jarrety,Michel Jarrety,1953.0,,Francia,France,Western Europe,Contemporary,http://www.wikidata.org/entity/Q47466031,
hans_robert_jauss,Hans Robert Jauss,1921.0,1997.0,"Göppingen, Alemania",Germany,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q61262,76.0
arturo_roig,Arturo Andrés Roig,1922.0,2012.0,"Mendoza, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2865932,90.0
jean_starobinski,Jean Starobinski,1920.0,2019.0,"Ginebra, Suiza",Switzerland,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q123507,99.0
marta_lynch,Marta Lynch,1925.0,1985.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q434892,60.0
wanda_sacher_masoch,Wanda von Sacher-Masoch,1845.0,1933.0,"Graz, Austria",Austria,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q113750,88.0
mozart,Wolfgang Amadeus Mozart,1756.0,1791.0,"Salzburgo, Austria",Austria,Western Europe,Early Modern,http://www.wikidata.org/entity/Q254,35.0
domenico_scarlatti,Domenico Scarlatti,1685.0,1757.0,"Nápoles, Italia",Italy,Western Europe,Early Modern,http://www.wikidata.org/entity/Q167837,72.0
jorge_monteleone,Jorge Monteleone,1957.0,,"Buenos Aires, Argentina",Argentina,Latin America,Contemporary,,
tinianov,Yuri Tiniánov,1894.0,1943.0,"Rezekne, Letonia","Rezekne, Letonia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q368455,49.0
nathaniel_hawthorne,Nathaniel Hawthorne,1804.0,1864.0,"Salem, Estados Unidos",United States,North America,Revolutionary Era,http://www.wikidata.org/entity/Q69339,60.0
santiago_dabove,Santiago Dabove,1889.0,1951.0,"Morón, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q7420248,62.0
juan_filloy,Juan Filloy,1894.0,2000.0,"Córdoba, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q1388819,106.0
salvador_dali,Salvador Dalí,1904.0,1989.0,"Figueres, España",Spain,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q5577,85.0
enrique_banchs,Enrique Banchs,1888.0,1968.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q575904,80.0
degas,Edgar Degas,1834.0,1917.0,"París, Francia",France,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q46373,83.0
ernest_hemingway,Ernest Hemingway,1899.0,1961.0,"Oak Park, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q23434,62.0
marilyn_monroe,Marilyn Monroe,1926.0,1962.0,"Los Ángeles, Estados Unidos",United States,North America,World Wars Era,http://www.wikidata.org/entity/Q4616,36.0
stan_laurel,Stan Laurel,1890.0,1965.0,"Ulverston, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q72869,75.0
oliver_hardy,Oliver Hardy,1892.0,1957.0,"Harlem, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q72911,65.0
bertolt_brecht,Bertolt Brecht,1898.0,1956.0,"Augsburgo, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q38757,58.0
valery_giscard,Valéry Giscard d'Estaing,1926.0,2020.0,"Coblenza, Alemania",Germany,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q2124,94.0
aquiles_fabregat,Aquiles Fabregat,1938.0,2010.0,"Montevideo, Uruguay",Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q19720223,72.0
luis_aguile,Luis Aguilé,1936.0,2009.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q2187957,73.0
joan_manuel_serrat,Joan Manuel Serrat,1943.0,,"Barcelona, España",Spain,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q312753,
karen_quinlan,Karen Ann Quinlan,1954.0,1985.0,"Scranton, Estados Unidos",United States,North America,Contemporary,http://www.wikidata.org/entity/Q3175638,31.0
estrabon,Estrabón,-64.0,24.0,"Amasya, Reino del Ponto","Amasya, Reino del Ponto",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q45936,88.0
suetonio,Cayo Suetonio,70.0,126.0,"Hipona, Imperio Romano","Hipona, Imperio Romano",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q10133,56.0
virgilio,Publio Virgilio,-70.0,-19.0,"Andes, República Romana","Andes, República Romana",Other/Unknown,Hellenistic/Roman,http://www.wikidata.org/entity/Q1398,51.0
northrop_frye,Northrop Frye,1912.0,1991.0,"Sherbrooke, Canadá","Sherbrooke, Canadá",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q354256,79.0
charles_olson,Charles Olson,1910.0,1970.0,"Worcester, Estados Unidos",United States,North America,Long 19th Century,http://www.wikidata.org/entity/Q922978,60.0
umberto_eco,Umberto Eco,1932.0,2016.0,"Alessandria, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q12807,84.0
vladimir_propp,Vladimir Propp,1895.0,1970.0,"San Petersburgo, Imperio Ruso","San Petersburgo, Imperio Ruso",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q313455,75.0
viktor_shklovski,Víktor Shklovski,1893.0,1984.0,"San Petersburgo, Imperio Ruso","San Petersburgo, Imperio Ruso",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q312467,91.0
andre_malraux,André Malraux,1901.0,1976.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q151164,75.0
henry_de_montherlant,Henry de Montherlant,1895.0,1972.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q379956,77.0
ludwig_wittgenstein,Ludwig Wittgenstein,1889.0,1951.0,"Viena, Austria",Austria,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q9391,62.0
giovanni_morelli,Giovanni Morelli,1816.0,1891.0,"Verona, Italia",Italy,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q923703,75.0
botticelli,Sandro Botticelli,1445.0,1510.0,"Florencia, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5669,65.0
nicolas_olivari,Nicolás Olivari,1900.0,1966.0,"Buenos Aires, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q6042411,66.0
edgar_wind,Edgar Wind,1900.0,1971.0,"Berlín, Alemania",Germany,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q72294,71.0
miguel_angel,Miguel Ángel Buonarroti,1475.0,1564.0,"Caprese, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5592,89.0
william_beckford,William Beckford,1760.0,1844.0,"Londres, Reino Unido",United Kingdom,Western Europe,Early Modern,http://www.wikidata.org/entity/Q361026,84.0
lucio_mansilla,Lucio V. Mansilla,1831.0,1913.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q9024744,82.0
andre_breton,André Breton,1896.0,1966.0,"Tinchebray, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q161955,70.0
david_hume,David Hume,1711.0,1776.0,"Edimburgo, Escocia","Edimburgo, Escocia",Other/Unknown,Early Modern,http://www.wikidata.org/entity/Q37160,65.0
carlos_correas,Carlos Correas,1931.0,2000.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q5750084,69.0
hans_christian_andersen,Hans Christian Andersen,1805.0,1875.0,"Odense, Dinamarca",Denmark,Scandinavia,Revolutionary Era,http://www.wikidata.org/entity/Q5673,70.0
hugo_von_hofmannsthal,Hugo von Hofmannsthal,1874.0,1929.0,"Viena, Imperio Austrohúngaro","Viena, Imperio Austrohúngaro",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q51513,55.0
teocrito,Teócrito,-310.0,-260.0,"Siracusa, Magna Grecia",United States,North America,Classical Antiquity,http://www.wikidata.org/entity/Q219484,50.0
torquato_tasso,Torquato Tasso,1544.0,1595.0,"Sorrento, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q168962,51.0
antonio_gramsci,Antonio Gramsci,1891.0,1937.0,"Ales, Italia",Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q83003,46.0
michael_riffaterre,Michael Riffaterre,1924.0,2006.0,"Bourganeuf, Francia",France,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q886469,82.0
carlo_ginzburg,Carlo Ginzburg,1939.0,,"Turín, Italia",Italy,Western Europe,World Wars Era,http://www.wikidata.org/entity/Q355251,
perugino,Pietro Vannucci,1448.0,1523.0,"Città della Pieve, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q5827,75.0
lisa_block,Lisa Block de Behar,1937.0,,"Montevideo, Uruguay",Uruguay,Latin America,World Wars Era,http://www.wikidata.org/entity/Q1726813,
cosme_tura,Cosimo Tura,1430.0,1495.0,"Ferrara, Italia",Italy,Western Europe,Renaissance,http://www.wikidata.org/entity/Q7129,65.0
wilhelm_dilthey,Wilhelm Dilthey,1833.0,1911.0,"Biebrich, Alemania",Germany,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q60080,78.0
benedetto_croce,Benedetto Croce,1866.0,1952.0,"Pescasseroli, Italia",Italy,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q192348,86.0
robert_louis_stevenson,Robert Louis Stevenson,1850.0,1894.0,"Edimburgo, Escocia","Edimburgo, Escocia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q1512,44.0
jacques_benigne_bossuet,Jacques-Bénigne Bossuet,1627.0,1704.0,"Dijon, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q294100,77.0
jacques_rigaut,Jacques Rigaut,1898.0,1929.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q1678090,31.0
pierre_loti,Julien Viaud,1850.0,1923.0,"Rochefort, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q311854,73.0
paul_nizan,Paul Nizan,1905.0,1940.0,"Tours, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q723621,35.0
fenimore_cooper,James Fenimore Cooper,1789.0,1851.0,"Burlington, Estados Unidos",United States,North America,Revolutionary Era,http://www.wikidata.org/entity/Q167856,62.0
marcel_schwob,Marcel Schwob,1867.0,1905.0,"Chaville, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q472697,38.0
jean_genet,Jean Genet,1910.0,1986.0,"París, Francia",France,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q184622,76.0
george_berkeley,George Berkeley,1685.0,1753.0,"Kilkenny, Irlanda",Ireland,Western Europe,Early Modern,http://www.wikidata.org/entity/Q82049,68.0
georg_lichtenberg,Georg Christoph Lichtenberg,1742.0,1799.0,"Ober-Ramstadt, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q57554,57.0
aldous_huxley,Aldous Huxley,1894.0,1963.0,"Godalming, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q81447,69.0
kemp_smith,Norman Kemp Smith,1872.0,1958.0,"Dundee, Escocia","Dundee, Escocia",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q3394805,86.0
bartolome_mitre,Bartolomé Mitre,1821.0,1906.0,"Buenos Aires, Argentina",Argentina,Latin America,Revolutionary Era,http://www.wikidata.org/entity/Q314362,85.0
tomas_de_aquino,Tomás de Aquino,1225.0,1274.0,"Roccasecca, Italia",Italy,Western Europe,Medieval,http://www.wikidata.org/entity/Q9438,49.0
carlos_astrada,Carlos Astrada,1894.0,1970.0,"Córdoba, Argentina",Argentina,Latin America,Long 19th Century,http://www.wikidata.org/entity/Q2939300,76.0
arthur_schopenhauer,Arthur Schopenhauer,1788.0,1860.0,"Danzig, Polonia",Poland,Eastern Europe,Early Modern,http://www.wikidata.org/entity/Q38193,72.0
hg_wells,Herbert George Wells,1866.0,1946.0,"Bromley, Reino Unido",United Kingdom,Western Europe,Long 19th Century,http://www.wikidata.org/entity/Q42511,80.0
tchuang_tzu,Zhou Zhuang,-369.0,-286.0,"Meng, China",China,Asia,Classical Antiquity,http://www.wikidata.org/entity/Q47739,83.0
patricio_de_azcarate,Patricio de Azcárate,1800.0,1886.0,"León, España",Spain,Western Europe,Revolutionary Era,http://www.wikidata.org/entity/Q6066817,86.0
juan_bautista_ritvo,Juan Bautista Ritvo,1940.0,,"Santa Fe, Argentina",Argentina,Latin America,World Wars Era,,
johann_winckelmann,Johann Joachim Winckelmann,1717.0,1768.0,"Stendal, Alemania",Germany,Western Europe,Early Modern,http://www.wikidata.org/entity/Q57280,51.0
euclides,Euclides,-325.0,-265.0,Desconocido,Desconocido,Other/Unknown,Classical Antiquity,http://www.wikidata.org/entity/Q8747,60.0
rodolfo_fogwill,Rodolfo Fogwill,1941.0,2010.0,"Buenos Aires, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q763107,69.0
marques_sade,Donatien Alphonse François de Sade,1740.0,1814.0,"París, Francia",France,Western Europe,Early Modern,http://www.wikidata.org/entity/Q123867,74.0
varo,Alfeno Varo,-100.0,-30.0,"Cremona, Italia",Italy,Western Europe,Hellenistic/Roman,http://www.wikidata.org/entity/Q1241376,70.0
lou_andreas_salome,Lou Andreas-Salomé,1861.0,1937.0,"San Petersburgo, Rusia",Russia,Eastern Europe,Long 19th Century,http://www.wikidata.org/entity/Q38873,76.0
edmund_spenser,Edmund Spenser,1552.0,1599.0,"Londres, Reino Unido",United Kingdom,Western Europe,Renaissance,http://www.wikidata.org/entity/Q4352055,47.0
juan_carlos_ongania,Juan Carlos Onganía,1914.0,1995.0,"Marcos Paz, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q365326,81.0
algirdas_greimas,Algirdas Julien Greimas,1917.0,1992.0,"Tula, Rusia",Russia,Eastern Europe,World Wars Era,http://www.wikidata.org/entity/Q313379,75.0
cleanth_brooks,Cleanth Brooks,1906.0,1994.0,"Murray, Kentucky, EE. UU.","Murray, Kentucky, EE. UU.",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q2915226,88.0
robert_penn_warren,Robert Penn Warren,1905.0,1989.0,"Guthrie, Kentucky, EE. UU.","Guthrie, Kentucky, EE. UU.",Other/Unknown,Long 19th Century,http://www.wikidata.org/entity/Q312720,84.0
juan_jose_hernandez,Juan José Hernández,1931.0,2007.0,"San Miguel de Tucumán, Argentina",Argentina,Latin America,World Wars Era,http://www.wikidata.org/entity/Q16584803,76.0
